booking_id,booking_id_type,incident_number,incident_date_time,incident_facility_location,incident_location,incident_type,incident_category
20180418027,Non Sample Set BookingID,DIV08-2018-5281,2018-04-22 13:15:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Inmate Fight
20180418027,Non Sample Set BookingID,DIV08-2018-5281,2018-04-22 13:15:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Disciplinary
20180108137,Sample Set BookingID,DIV08-2018-5282,2018-04-22 15:30:00,DIVISION 08 RTU,DAYROOM,Deescalation/Use of Force,Inmate Fight
20180108137,Sample Set BookingID,DIV08-2018-5282,2018-04-22 15:30:00,DIVISION 08 RTU,DAYROOM,Deescalation/Use of Force,Battery to Inmate
20180108137,Sample Set BookingID,DIV08-2018-5282,2018-04-22 15:30:00,DIVISION 08 RTU,DAYROOM,Deescalation/Use of Force,Disciplinary
20180119112,Sample Set BookingID,DIV08-2018-5282,2018-04-22 15:30:00,DIVISION 08 RTU,DAYROOM,Deescalation/Use of Force,Battery to Inmate
20180119112,Sample Set BookingID,DIV08-2018-5282,2018-04-22 15:30:00,DIVISION 08 RTU,DAYROOM,Deescalation/Use of Force,Inmate Fight
20180119112,Sample Set BookingID,DIV08-2018-5282,2018-04-22 15:30:00,DIVISION 08 RTU,DAYROOM,Deescalation/Use of Force,Disciplinary
20180315082,Non Sample Set BookingID,DIV08-2018-5282,2018-04-22 15:30:00,DIVISION 08 RTU,DAYROOM,Deescalation/Use of Force,Inmate Fight
20180315082,Non Sample Set BookingID,DIV08-2018-5282,2018-04-22 15:30:00,DIVISION 08 RTU,DAYROOM,Deescalation/Use of Force,Battery to Inmate
20180315082,Non Sample Set BookingID,DIV08-2018-5282,2018-04-22 15:30:00,DIVISION 08 RTU,DAYROOM,Deescalation/Use of Force,Disciplinary
20180412065,Sample Set BookingID,DIV08-2018-5282,2018-04-22 15:30:00,DIVISION 08 RTU,DAYROOM,Deescalation/Use of Force,Disciplinary
20180412065,Sample Set BookingID,DIV08-2018-5282,2018-04-22 15:30:00,DIVISION 08 RTU,DAYROOM,Deescalation/Use of Force,Inmate Fight
20180412065,Sample Set BookingID,DIV08-2018-5282,2018-04-22 15:30:00,DIVISION 08 RTU,DAYROOM,Deescalation/Use of Force,Battery to Inmate
20180411125,Sample Set BookingID,DIV08-2018-5298,2018-04-22 19:45:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Inmate Fight
20180419102,Non Sample Set BookingID,DIV08-2018-5298,2018-04-22 19:45:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Inmate Fight
20141023035,Non Sample Set BookingID,DIV08-2018-5319,2018-04-23 11:39:00,DIVISION 08 RTU,DAYROOM,Battery To Staff With Injuries,Officer Assist
20141023035,Non Sample Set BookingID,DIV08-2018-5319,2018-04-23 11:39:00,DIVISION 08 RTU,DAYROOM,Battery To Staff With Injuries,Weapons Involved
20141023035,Non Sample Set BookingID,DIV08-2018-5319,2018-04-23 11:39:00,DIVISION 08 RTU,DAYROOM,Battery To Staff With Injuries,Disciplinary
20141023035,Non Sample Set BookingID,DIV08-2018-5319,2018-04-23 11:39:00,DIVISION 08 RTU,DAYROOM,Battery To Staff With Injuries,Assault to Staff
20141023035,Non Sample Set BookingID,DIV08-2018-5319,2018-04-23 11:39:00,DIVISION 08 RTU,DAYROOM,Battery To Staff With Injuries,Battery to Staff
20141023035,Non Sample Set BookingID,DIV08-2018-5319,2018-04-23 11:39:00,DIVISION 08 RTU,DAYROOM,Battery To Staff With Injuries,Refusal to Lock Up
20150208172,Non Sample Set BookingID,DIV08-2018-5319,2018-04-23 11:39:00,DIVISION 08 RTU,DAYROOM,Battery To Staff With Injuries,Assault to Staff
20150208172,Non Sample Set BookingID,DIV08-2018-5319,2018-04-23 11:39:00,DIVISION 08 RTU,DAYROOM,Battery To Staff With Injuries,Refusal to Lock Up
20150208172,Non Sample Set BookingID,DIV08-2018-5319,2018-04-23 11:39:00,DIVISION 08 RTU,DAYROOM,Battery To Staff With Injuries,Weapons Involved
20150208172,Non Sample Set BookingID,DIV08-2018-5319,2018-04-23 11:39:00,DIVISION 08 RTU,DAYROOM,Battery To Staff With Injuries,Officer Assist
20150208172,Non Sample Set BookingID,DIV08-2018-5319,2018-04-23 11:39:00,DIVISION 08 RTU,DAYROOM,Battery To Staff With Injuries,Battery to Staff
20150208172,Non Sample Set BookingID,DIV08-2018-5319,2018-04-23 11:39:00,DIVISION 08 RTU,DAYROOM,Battery To Staff With Injuries,Disciplinary
20180215126,Sample Set BookingID,DIV08-2018-5319,2018-04-23 11:39:00,DIVISION 08 RTU,DAYROOM,Battery To Staff With Injuries,Refusal to Lock Up
20180215126,Sample Set BookingID,DIV08-2018-5319,2018-04-23 11:39:00,DIVISION 08 RTU,DAYROOM,Battery To Staff With Injuries,Battery to Staff
20180215126,Sample Set BookingID,DIV08-2018-5319,2018-04-23 11:39:00,DIVISION 08 RTU,DAYROOM,Battery To Staff With Injuries,Disciplinary
20180215126,Sample Set BookingID,DIV08-2018-5319,2018-04-23 11:39:00,DIVISION 08 RTU,DAYROOM,Battery To Staff With Injuries,Assault to Staff
20180215126,Sample Set BookingID,DIV08-2018-5319,2018-04-23 11:39:00,DIVISION 08 RTU,DAYROOM,Battery To Staff With Injuries,Officer Assist
20180215126,Sample Set BookingID,DIV08-2018-5319,2018-04-23 11:39:00,DIVISION 08 RTU,DAYROOM,Battery To Staff With Injuries,Weapons Involved
20180418135,Sample Set BookingID,DIV08-2018-5346,2018-04-24 00:19:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Inmate Fight
20180423061,Sample Set BookingID,DIV08-2018-5346,2018-04-24 00:19:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Inmate Fight
20140822017,Non Sample Set BookingID,DIV08-2018-5384,2018-04-24 19:43:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Battery to Inmate
20140822017,Non Sample Set BookingID,DIV08-2018-5384,2018-04-24 19:43:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Disciplinary
20140822017,Non Sample Set BookingID,DIV08-2018-5384,2018-04-24 19:43:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Medical Involved
20180208080,Sample Set BookingID,DIV08-2018-5384,2018-04-24 19:43:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Battery to Inmate
20180208080,Sample Set BookingID,DIV08-2018-5384,2018-04-24 19:43:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Medical Involved
20180208080,Sample Set BookingID,DIV08-2018-5384,2018-04-24 19:43:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Disciplinary
20180420094,Sample Set BookingID,DIV08-2018-5391,2018-04-24 23:30:00,DIVISION 08 RTU,DAYROOM,Disciplinary,
20180420190,Non Sample Set BookingID,DIV08-2018-5391,2018-04-24 23:30:00,DIVISION 08 RTU,DAYROOM,Disciplinary,
20160809009,Non Sample Set BookingID,DIV08-2018-5392,2018-04-24 22:40:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Disciplinary
20171107135,Non Sample Set BookingID,DIV08-2018-5392,2018-04-24 22:40:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Disciplinary
20180307102,Sample Set BookingID,DIV08-2018-5392,2018-04-24 22:40:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Disciplinary
20180129035,Sample Set BookingID,DIV08-2018-5437,2018-04-25 21:00:00,DIVISION 08 RTU,DAYROOM,Deescalation/Fight,Medical Involved
20180129035,Sample Set BookingID,DIV08-2018-5437,2018-04-25 21:00:00,DIVISION 08 RTU,DAYROOM,Deescalation/Fight,Disciplinary
20180129035,Sample Set BookingID,DIV08-2018-5437,2018-04-25 21:00:00,DIVISION 08 RTU,DAYROOM,Deescalation/Fight,Informational
20180129035,Sample Set BookingID,DIV08-2018-5437,2018-04-25 21:00:00,DIVISION 08 RTU,DAYROOM,Deescalation/Fight,Battery to Inmate
20180412074,Non Sample Set BookingID,DIV08-2018-5437,2018-04-25 21:00:00,DIVISION 08 RTU,DAYROOM,Deescalation/Fight,Battery to Inmate
20180412074,Non Sample Set BookingID,DIV08-2018-5437,2018-04-25 21:00:00,DIVISION 08 RTU,DAYROOM,Deescalation/Fight,Disciplinary
20180412074,Non Sample Set BookingID,DIV08-2018-5437,2018-04-25 21:00:00,DIVISION 08 RTU,DAYROOM,Deescalation/Fight,Medical Involved
20180412074,Non Sample Set BookingID,DIV08-2018-5437,2018-04-25 21:00:00,DIVISION 08 RTU,DAYROOM,Deescalation/Fight,Informational
20170516022,Non Sample Set BookingID,DIV08-2018-5444,2018-04-26 04:30:00,DIVISION 08 RTU,DAYROOM,Informational,Disciplinary
20180327088,Sample Set BookingID,DIV08-2018-5444,2018-04-26 04:30:00,DIVISION 08 RTU,DAYROOM,Informational,Disciplinary
20180120232,Sample Set BookingID,DIV08-2018-5475,2018-04-26 14:05:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Medical Involved
20180120232,Sample Set BookingID,DIV08-2018-5475,2018-04-26 14:05:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Disciplinary
20180317067,Sample Set BookingID,DIV08-2018-5475,2018-04-26 14:05:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Medical Involved
20180317067,Sample Set BookingID,DIV08-2018-5475,2018-04-26 14:05:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Disciplinary
20170516022,Non Sample Set BookingID,DIV08-2018-5488,2018-04-26 19:20:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Battery to Inmate
20180219099,Sample Set BookingID,DIV08-2018-5488,2018-04-26 19:20:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Battery to Inmate
20160913001,Non Sample Set BookingID,DIV08-2018-5505,2018-04-27 00:00:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Inmate Fight
20160913001,Non Sample Set BookingID,DIV08-2018-5505,2018-04-27 00:00:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Disciplinary
20160913001,Non Sample Set BookingID,DIV08-2018-5505,2018-04-27 00:00:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Informational
20180411024,Sample Set BookingID,DIV08-2018-5505,2018-04-27 00:00:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Inmate Fight
20180411024,Sample Set BookingID,DIV08-2018-5505,2018-04-27 00:00:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Informational
20180411024,Sample Set BookingID,DIV08-2018-5505,2018-04-27 00:00:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Disciplinary
20180317185,Sample Set BookingID,DIV08-2018-5522,2018-04-27 08:15:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Disciplinary
20170516022,Non Sample Set BookingID,DIV08-2018-5555,2018-04-27 19:20:00,DIVISION 08 RTU,DAYROOM,Deescalation/Fight,Disciplinary
20170516022,Non Sample Set BookingID,DIV08-2018-5555,2018-04-27 19:20:00,DIVISION 08 RTU,DAYROOM,Deescalation/Fight,Informational
20180226039,Sample Set BookingID,DIV08-2018-5555,2018-04-27 19:20:00,DIVISION 08 RTU,DAYROOM,Deescalation/Fight,Informational
20180226039,Sample Set BookingID,DIV08-2018-5555,2018-04-27 19:20:00,DIVISION 08 RTU,DAYROOM,Deescalation/Fight,Disciplinary
20180401117,Sample Set BookingID,DIV08-2018-5557,2018-04-27 20:15:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Disciplinary
20170706001,Non Sample Set BookingID,DIV08-2018-5581,2018-04-28 13:30:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Inmate Fight
20180307182,Sample Set BookingID,DIV08-2018-5581,2018-04-28 13:30:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Inmate Fight
20170604126,Non Sample Set BookingID,DIV08-2018-5590,2018-04-28 17:35:00,DIVISION 08 RTU,DAYROOM,Deescalation/Use of Force,Medical Involved
20170604126,Non Sample Set BookingID,DIV08-2018-5590,2018-04-28 17:35:00,DIVISION 08 RTU,DAYROOM,Deescalation/Use of Force,Disciplinary
20170604126,Non Sample Set BookingID,DIV08-2018-5590,2018-04-28 17:35:00,DIVISION 08 RTU,DAYROOM,Deescalation/Use of Force,Inmate Fight
20180222196,Sample Set BookingID,DIV08-2018-5590,2018-04-28 17:35:00,DIVISION 08 RTU,DAYROOM,Deescalation/Use of Force,Disciplinary
20180222196,Sample Set BookingID,DIV08-2018-5590,2018-04-28 17:35:00,DIVISION 08 RTU,DAYROOM,Deescalation/Use of Force,Medical Involved
20180222196,Sample Set BookingID,DIV08-2018-5590,2018-04-28 17:35:00,DIVISION 08 RTU,DAYROOM,Deescalation/Use of Force,Inmate Fight
20170521120,Non Sample Set BookingID,DIV08-2018-5608,2018-04-29 11:50:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Disciplinary
20180425108,Non Sample Set BookingID,DIV08-2018-5608,2018-04-29 11:50:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Disciplinary
20180425187,Sample Set BookingID,DIV08-2018-5608,2018-04-29 11:50:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Disciplinary
20150925291,Non Sample Set BookingID,DIV08-2018-5612,2018-04-29 12:47:00,DIVISION 08 RTU,SHOWER ROOM,Inmate Fight,Inmate Fight
20161031110,Non Sample Set BookingID,DIV08-2018-5612,2018-04-29 12:47:00,DIVISION 08 RTU,SHOWER ROOM,Inmate Fight,Inmate Fight
20180410194,Sample Set BookingID,DIV08-2018-5612,2018-04-29 12:47:00,DIVISION 08 RTU,SHOWER ROOM,Inmate Fight,Inmate Fight
20180305077,Sample Set BookingID,DIV08-2018-5629,2018-04-29 22:00:00,DIVISION 08 RTU,DAYROOM,Use of Force,Attempt Battery to Staff
20180305077,Sample Set BookingID,DIV08-2018-5629,2018-04-29 22:00:00,DIVISION 08 RTU,DAYROOM,Use of Force,Disciplinary
20180425052,Sample Set BookingID,DIV08-2018-5630,2018-04-29 21:43:00,DIVISION 08 RTU,IN CELL,Deescalation/Fight,Inmate Fight
20180425052,Sample Set BookingID,DIV08-2018-5630,2018-04-29 21:43:00,DIVISION 08 RTU,IN CELL,Deescalation/Fight,Disciplinary
20180425122,Sample Set BookingID,DIV08-2018-5630,2018-04-29 21:43:00,DIVISION 08 RTU,IN CELL,Deescalation/Fight,Disciplinary
20180425122,Sample Set BookingID,DIV08-2018-5630,2018-04-29 21:43:00,DIVISION 08 RTU,IN CELL,Deescalation/Fight,Inmate Fight
20180410194,Sample Set BookingID,DIV08-2018-5633,2018-04-29 23:30:00,DIVISION 08 RTU,IN CELL,Disciplinary,Battery to Inmate
20180429072,Non Sample Set BookingID,DIV08-2018-5633,2018-04-29 23:30:00,DIVISION 08 RTU,IN CELL,Disciplinary,Battery to Inmate
20180302224,Sample Set BookingID,DIV08-2018-5642,2018-04-30 09:33:00,DIVISION 08 RTU,DAYROOM,Deescalation/Fight,Inmate Fight
20180404179,Sample Set BookingID,DIV08-2018-5642,2018-04-30 09:33:00,DIVISION 08 RTU,DAYROOM,Deescalation/Fight,Inmate Fight
20170516022,Non Sample Set BookingID,DIV08-2018-5653,2018-04-30 13:00:00,DIVISION 08 RTU,IN CELL,Informational,Disciplinary
20170516022,Non Sample Set BookingID,DIV08-2018-5653,2018-04-30 13:00:00,DIVISION 08 RTU,IN CELL,Informational,Informational
20180209129,Sample Set BookingID,DIV08-2018-5653,2018-04-30 13:00:00,DIVISION 08 RTU,IN CELL,Informational,Disciplinary
20180209129,Sample Set BookingID,DIV08-2018-5653,2018-04-30 13:00:00,DIVISION 08 RTU,IN CELL,Informational,Informational
20161112051,Non Sample Set BookingID,DIV08-2018-5655,2018-04-30 15:30:00,DIVISION 08 RTU,IN CELL,Mental Health Incident,Disciplinary
20161112051,Non Sample Set BookingID,DIV08-2018-5655,2018-04-30 15:30:00,DIVISION 08 RTU,IN CELL,Mental Health Incident,Self Harm
20180411184,Sample Set BookingID,DIV08-2018-5655,2018-04-30 15:30:00,DIVISION 08 RTU,IN CELL,Mental Health Incident,Disciplinary
20180411184,Sample Set BookingID,DIV08-2018-5655,2018-04-30 15:30:00,DIVISION 08 RTU,IN CELL,Mental Health Incident,Self Harm
20180102052,Sample Set BookingID,DIV08-2018-566,2018-01-12 11:45:00,DIVISION 08 RTU,IN CELL,Use of Force,Disciplinary
20180102052,Sample Set BookingID,DIV08-2018-566,2018-01-12 11:45:00,DIVISION 08 RTU,IN CELL,Use of Force,Battery to Staff
20180102052,Sample Set BookingID,DIV08-2018-566,2018-01-12 11:45:00,DIVISION 08 RTU,IN CELL,Use of Force,Medical Involved
20180125174,Sample Set BookingID,DIV08-2018-5675,2018-04-30 21:00:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,
20180127121,Sample Set BookingID,DIV08-2018-5675,2018-04-30 21:00:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,
20180412144,Sample Set BookingID,DIV08-2018-5675,2018-04-30 21:00:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,
20171005020,Non Sample Set BookingID,DIV08-2018-570,2018-01-12 12:30:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Disciplinary
20171005020,Non Sample Set BookingID,DIV08-2018-570,2018-01-12 12:30:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Battery to Inmate
20180104163,Sample Set BookingID,DIV08-2018-570,2018-01-12 12:30:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Disciplinary
20180104163,Sample Set BookingID,DIV08-2018-570,2018-01-12 12:30:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Battery to Inmate
20130327222,Non Sample Set BookingID,DIV08-2018-5729,2018-05-01 22:02:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Disciplinary
20130327222,Non Sample Set BookingID,DIV08-2018-5729,2018-05-01 22:02:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Inmate Fight
20130327222,Non Sample Set BookingID,DIV08-2018-5729,2018-05-01 22:02:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Medical Involved
20171130068,Non Sample Set BookingID,DIV08-2018-5729,2018-05-01 22:02:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Inmate Fight
20171130068,Non Sample Set BookingID,DIV08-2018-5729,2018-05-01 22:02:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Medical Involved
20171130068,Non Sample Set BookingID,DIV08-2018-5729,2018-05-01 22:02:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Disciplinary
20180125099,Sample Set BookingID,DIV08-2018-5729,2018-05-01 22:02:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Disciplinary
20180125099,Sample Set BookingID,DIV08-2018-5729,2018-05-01 22:02:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Medical Involved
20180125099,Sample Set BookingID,DIV08-2018-5729,2018-05-01 22:02:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Inmate Fight
20171215143,Non Sample Set BookingID,DIV08-2018-5776,2018-05-02 22:45:00,DIVISION 08 RTU,DAYROOM,Deescalation/Fight,Disciplinary
20180328155,Sample Set BookingID,DIV08-2018-5776,2018-05-02 22:45:00,DIVISION 08 RTU,DAYROOM,Deescalation/Fight,Disciplinary
20180502158,Sample Set BookingID,DIV08-2018-5812,2018-05-03 17:05:00,DIVISION 08 RTU,DAYROOM,Deescalation/Use of Force,Disciplinary
20170903049,Non Sample Set BookingID,DIV08-2018-5861,2018-05-04 14:08:00,DIVISION 08 RTU,IN CELL,Disciplinary,Battery to Inmate
20170903049,Non Sample Set BookingID,DIV08-2018-5861,2018-05-04 14:08:00,DIVISION 08 RTU,IN CELL,Disciplinary,Medical Involved
20170903049,Non Sample Set BookingID,DIV08-2018-5861,2018-05-04 14:08:00,DIVISION 08 RTU,IN CELL,Disciplinary,Disciplinary
20180418184,Sample Set BookingID,DIV08-2018-5861,2018-05-04 14:08:00,DIVISION 08 RTU,IN CELL,Disciplinary,Disciplinary
20180418184,Sample Set BookingID,DIV08-2018-5861,2018-05-04 14:08:00,DIVISION 08 RTU,IN CELL,Disciplinary,Battery to Inmate
20180418184,Sample Set BookingID,DIV08-2018-5861,2018-05-04 14:08:00,DIVISION 08 RTU,IN CELL,Disciplinary,Medical Involved
20180116097,Sample Set BookingID,DIV08-2018-5884,2018-05-04 22:15:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Disciplinary
20180502063,Non Sample Set BookingID,DIV08-2018-5892,2018-05-05 08:15:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Battery to Inmate
20180502063,Non Sample Set BookingID,DIV08-2018-5892,2018-05-05 08:15:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Disciplinary
20180502063,Non Sample Set BookingID,DIV08-2018-5892,2018-05-05 08:15:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Medical Involved
20180502158,Sample Set BookingID,DIV08-2018-5892,2018-05-05 08:15:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Battery to Inmate
20180502158,Sample Set BookingID,DIV08-2018-5892,2018-05-05 08:15:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Medical Involved
20180502158,Sample Set BookingID,DIV08-2018-5892,2018-05-05 08:15:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Disciplinary
20170913212,Non Sample Set BookingID,DIV08-2018-5903,2018-05-05 12:58:00,DIVISION 08 RTU,IN CELL,Inmate Fight,Inmate Fight
20170913212,Non Sample Set BookingID,DIV08-2018-5903,2018-05-05 12:58:00,DIVISION 08 RTU,IN CELL,Inmate Fight,Medical Involved
20170913212,Non Sample Set BookingID,DIV08-2018-5903,2018-05-05 12:58:00,DIVISION 08 RTU,IN CELL,Inmate Fight,Disciplinary
20180422191,Sample Set BookingID,DIV08-2018-5903,2018-05-05 12:58:00,DIVISION 08 RTU,IN CELL,Inmate Fight,Inmate Fight
20180422191,Sample Set BookingID,DIV08-2018-5903,2018-05-05 12:58:00,DIVISION 08 RTU,IN CELL,Inmate Fight,Disciplinary
20180422191,Sample Set BookingID,DIV08-2018-5903,2018-05-05 12:58:00,DIVISION 08 RTU,IN CELL,Inmate Fight,Medical Involved
20180113075,Sample Set BookingID,DIV08-2018-5920,2018-05-05 20:00:00,DIVISION 08 RTU,DAYROOM,Deescalation/Use of Force,Disciplinary
20180222196,Sample Set BookingID,DIV08-2018-5920,2018-05-05 20:00:00,DIVISION 08 RTU,DAYROOM,Deescalation/Use of Force,Disciplinary
20180425180,Sample Set BookingID,DIV08-2018-5920,2018-05-05 20:00:00,DIVISION 08 RTU,DAYROOM,Deescalation/Use of Force,Disciplinary
20171229111,Non Sample Set BookingID,DIV08-2018-5921,2018-05-05 21:20:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Disciplinary
20171229111,Non Sample Set BookingID,DIV08-2018-5921,2018-05-05 21:20:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Inmate Fight
20180315148,Sample Set BookingID,DIV08-2018-5921,2018-05-05 21:20:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Inmate Fight
20180315148,Sample Set BookingID,DIV08-2018-5921,2018-05-05 21:20:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Disciplinary
20170917130,Non Sample Set BookingID,DIV08-2018-5926,2018-05-06 03:30:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Disciplinary
20170917130,Non Sample Set BookingID,DIV08-2018-5926,2018-05-06 03:30:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Commissary
20171219179,Non Sample Set BookingID,DIV08-2018-5926,2018-05-06 03:30:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Commissary
20171219179,Non Sample Set BookingID,DIV08-2018-5926,2018-05-06 03:30:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Disciplinary
20180129035,Sample Set BookingID,DIV08-2018-5926,2018-05-06 03:30:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Commissary
20180129035,Sample Set BookingID,DIV08-2018-5926,2018-05-06 03:30:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Disciplinary
20171012129,Non Sample Set BookingID,DIV08-2018-5987,2018-05-07 14:32:00,DIVISION 08 RTU,DAYROOM,Deescalation/Fight,Disciplinary
20180226185,Sample Set BookingID,DIV08-2018-5987,2018-05-07 14:32:00,DIVISION 08 RTU,DAYROOM,Deescalation/Fight,Disciplinary
20180113001,Sample Set BookingID,DIV08-2018-5991,2018-05-07 16:20:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Battery to Inmate
20180502143,Non Sample Set BookingID,DIV08-2018-5991,2018-05-07 16:20:00,DIVISION 08 RTU,DAYROOM,Inmate Fight,Battery to Inmate
20180324128,Sample Set BookingID,DIV08-2018-5997,2018-05-07 16:33:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Disciplinary
20180324128,Sample Set BookingID,DIV08-2018-5997,2018-05-07 16:33:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Battery to Inmate
20180427072,Sample Set BookingID,DIV08-2018-5997,2018-05-07 16:33:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Battery to Inmate
20180427072,Sample Set BookingID,DIV08-2018-5997,2018-05-07 16:33:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Disciplinary
20170630135,Non Sample Set BookingID,DIV08-2018-605,2018-01-13 01:25:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Contraband Confiscated (From Detainee)
20170630135,Non Sample Set BookingID,DIV08-2018-605,2018-01-13 01:25:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Disciplinary
20171213079,Non Sample Set BookingID,DIV08-2018-605,2018-01-13 01:25:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Contraband Confiscated (From Detainee)
20171213079,Non Sample Set BookingID,DIV08-2018-605,2018-01-13 01:25:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Disciplinary
20171222139,Non Sample Set BookingID,DIV08-2018-605,2018-01-13 01:25:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Contraband Confiscated (From Detainee)
20171222139,Non Sample Set BookingID,DIV08-2018-605,2018-01-13 01:25:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Disciplinary
20180111194,Sample Set BookingID,DIV08-2018-605,2018-01-13 01:25:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Contraband Confiscated (From Detainee)
20180111194,Sample Set BookingID,DIV08-2018-605,2018-01-13 01:25:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Disciplinary
20180127121,Sample Set BookingID,DIV08-2018-6068,2018-05-08 20:12:00,DIVISION 08 RTU,DAYROOM,Deescalation/Fight,Disciplinary
20180127121,Sample Set BookingID,DIV08-2018-6068,2018-05-08 20:12:00,DIVISION 08 RTU,DAYROOM,Deescalation/Fight,Battery to Inmate
20180404105,Sample Set BookingID,DIV08-2018-6068,2018-05-08 20:12:00,DIVISION 08 RTU,DAYROOM,Deescalation/Fight,Battery to Inmate
20180404105,Sample Set BookingID,DIV08-2018-6068,2018-05-08 20:12:00,DIVISION 08 RTU,DAYROOM,Deescalation/Fight,Disciplinary
20180115001,Sample Set BookingID,DIV08-2018-6092,2018-05-09 13:00:00,DIVISION 08 RTU,DAYROOM,Disciplinary,Disciplinary
20171023086,Non Sample Set BookingID,DIV08-2018-6107,2018-05-09 16:15:00,DIVISION 08 RTU,SHOWER ROOM,Disciplinary,Disciplinary
20180114137,Sample Set BookingID,DIV08-2018-6107,2018-05-09 16:15:00,DIVISION 08 RTU,SHOWER ROOM,Disciplinary,Disciplinary
20180127121,Sample Set BookingID,DIV08-2018-6107,2018-05-09 16:15:00,DIVISION 08 RTU,SHOWER ROOM,Disciplinary,Disciplinary
20180503206,Non Sample Set BookingID,DIV08-2018-6107,2018-05-09 16:15:00,DIVISION 08 RTU,SHOWER ROOM,Disciplinary,Disciplinary
