booking_id,booking_id_type,incident_number,incident_date_time,incident_facility_location,incident_location,infraction
20170112020,Non Sample Set BookingID,DIV10-2019-550,2019-01-13 16:00:00,DIVISION 10,IN CELL,302 Aggravated Flooding
20170112020,Non Sample Set BookingID,DIV10-2019-550,2019-01-13 16:00:00,DIVISION 10,IN CELL,328 Obstruction of Plumbing
20180112003,Sample Set BookingID,DIV10-2019-550,2019-01-13 16:00:00,DIVISION 10,IN CELL,105 Disorderly Conduct
20180112003,Sample Set BookingID,DIV10-2019-550,2019-01-13 16:00:00,DIVISION 10,IN CELL,208 Flooding
20180112003,Sample Set BookingID,DIV10-2019-550,2019-01-13 16:00:00,DIVISION 10,IN CELL,219 Disobeying or Resisting Orders
20180112003,Sample Set BookingID,DIV10-2019-550,2019-01-13 16:00:00,DIVISION 10,IN CELL,302 Aggravated Flooding
20180112003,Sample Set BookingID,DIV10-2019-550,2019-01-13 16:00:00,DIVISION 10,IN CELL,328 Obstruction of Plumbing
20180531245,Sample Set BookingID,DIV10-2019-709,2019-01-17 07:20:00,DIVISION 10,DAYROOM,102 Disrupting a Judicial Proceeding
20180531245,Sample Set BookingID,DIV10-2019-709,2019-01-17 07:20:00,DIVISION 10,DAYROOM,212 Movement Violation
20180531245,Sample Set BookingID,DIV10-2019-709,2019-01-17 07:20:00,DIVISION 10,DAYROOM,219 Disobeying or Resisting Orders
20160720241,Non Sample Set BookingID,DIV10-2019-881,2019-01-21 08:00:00,DIVISION 10,IN CELL,106 Failure to Maintain Sanitary or Orderly Conditions
20160720241,Non Sample Set BookingID,DIV10-2019-881,2019-01-21 08:00:00,DIVISION 10,IN CELL,219 Disobeying or Resisting Orders
20170421157,Non Sample Set BookingID,DIV10-2019-881,2019-01-21 08:00:00,DIVISION 10,IN CELL,106 Failure to Maintain Sanitary or Orderly Conditions
20170421157,Non Sample Set BookingID,DIV10-2019-881,2019-01-21 08:00:00,DIVISION 10,IN CELL,219 Disobeying or Resisting Orders
20171016083,Non Sample Set BookingID,DIV10-2019-881,2019-01-21 08:00:00,DIVISION 10,IN CELL,106 Failure to Maintain Sanitary or Orderly Conditions
20171016083,Non Sample Set BookingID,DIV10-2019-881,2019-01-21 08:00:00,DIVISION 10,IN CELL,219 Disobeying or Resisting Orders
20180111001,Sample Set BookingID,DIV10-2019-881,2019-01-21 08:00:00,DIVISION 10,IN CELL,106 Failure to Maintain Sanitary or Orderly Conditions
20180111001,Sample Set BookingID,DIV10-2019-881,2019-01-21 08:00:00,DIVISION 10,IN CELL,219 Disobeying or Resisting Orders
20180124096,Sample Set BookingID,DIV10-2019-881,2019-01-21 08:00:00,DIVISION 10,IN CELL,106 Failure to Maintain Sanitary or Orderly Conditions
20180124096,Sample Set BookingID,DIV10-2019-881,2019-01-21 08:00:00,DIVISION 10,IN CELL,219 Disobeying or Resisting Orders
20180818192,Non Sample Set BookingID,DIV10-2019-881,2019-01-21 08:00:00,DIVISION 10,IN CELL,
20180919041,Non Sample Set BookingID,DIV10-2019-881,2019-01-21 08:00:00,DIVISION 10,IN CELL,106 Failure to Maintain Sanitary or Orderly Conditions
20180919041,Non Sample Set BookingID,DIV10-2019-881,2019-01-21 08:00:00,DIVISION 10,IN CELL,219 Disobeying or Resisting Orders
20180923121,Non Sample Set BookingID,DIV10-2019-881,2019-01-21 08:00:00,DIVISION 10,IN CELL,106 Failure to Maintain Sanitary or Orderly Conditions
20180923121,Non Sample Set BookingID,DIV10-2019-881,2019-01-21 08:00:00,DIVISION 10,IN CELL,219 Disobeying or Resisting Orders
20181003100,Non Sample Set BookingID,DIV10-2019-881,2019-01-21 08:00:00,DIVISION 10,IN CELL,106 Failure to Maintain Sanitary or Orderly Conditions
20181003100,Non Sample Set BookingID,DIV10-2019-881,2019-01-21 08:00:00,DIVISION 10,IN CELL,219 Disobeying or Resisting Orders
20181022099,Non Sample Set BookingID,DIV10-2019-881,2019-01-21 08:00:00,DIVISION 10,IN CELL,106 Failure to Maintain Sanitary or Orderly Conditions
20181022099,Non Sample Set BookingID,DIV10-2019-881,2019-01-21 08:00:00,DIVISION 10,IN CELL,219 Disobeying or Resisting Orders
20181030109,Non Sample Set BookingID,DIV10-2019-881,2019-01-21 08:00:00,DIVISION 10,IN CELL,106 Failure to Maintain Sanitary or Orderly Conditions
20181030109,Non Sample Set BookingID,DIV10-2019-881,2019-01-21 08:00:00,DIVISION 10,IN CELL,219 Disobeying or Resisting Orders
20181105085,Non Sample Set BookingID,DIV10-2019-881,2019-01-21 08:00:00,DIVISION 10,IN CELL,106 Failure to Maintain Sanitary or Orderly Conditions
20181105085,Non Sample Set BookingID,DIV10-2019-881,2019-01-21 08:00:00,DIVISION 10,IN CELL,219 Disobeying or Resisting Orders
20181120029,Non Sample Set BookingID,DIV10-2019-881,2019-01-21 08:00:00,DIVISION 10,IN CELL,106 Failure to Maintain Sanitary or Orderly Conditions
20181120029,Non Sample Set BookingID,DIV10-2019-881,2019-01-21 08:00:00,DIVISION 10,IN CELL,219 Disobeying or Resisting Orders
20181120161,Non Sample Set BookingID,DIV10-2019-881,2019-01-21 08:00:00,DIVISION 10,IN CELL,106 Failure to Maintain Sanitary or Orderly Conditions
20181120161,Non Sample Set BookingID,DIV10-2019-881,2019-01-21 08:00:00,DIVISION 10,IN CELL,219 Disobeying or Resisting Orders
20170210203,Non Sample Set BookingID,DIV10-2019-910,2019-01-21 20:04:00,DIVISION 10,DAYROOM,105 Disorderly Conduct
20170210203,Non Sample Set BookingID,DIV10-2019-910,2019-01-21 20:04:00,DIVISION 10,DAYROOM,307 Battery
20180202081,Sample Set BookingID,DIV10-2019-924,2019-01-22 08:15:00,DIVISION 10,Tier,121 Uniform Violation
20180202081,Sample Set BookingID,DIV10-2019-924,2019-01-22 08:15:00,DIVISION 10,Tier,219 Disobeying or Resisting Orders
20180202081,Sample Set BookingID,DIV10-2019-924,2019-01-22 08:15:00,DIVISION 10,Tier,322 Disrespect to Staff
20180502163,Sample Set BookingID,DIV10-2019-934,2019-01-22 11:00:00,DIVISION 10,DAYROOM,219 Disobeying or Resisting Orders
20130515182,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,211 Misuse of Medication
20130515182,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,212 Movement Violation
20130515182,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,214 Possession of Level 2 Contraband
20160514184,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,115 Possession of Level 1 Contraband
20170131107,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,105 Disorderly Conduct
20170131107,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,107 False Reporting or False Statement
20170131107,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,211 Misuse of Medication
20170131107,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,212 Movement Violation
20170131107,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,214 Possession of Level 2 Contraband
20170131107,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,319 Unauthorized Possession of Drugs
20170503128,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,115 Possession of Level 1 Contraband
20170503128,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,211 Misuse of Medication
20170503128,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,214 Possession of Level 2 Contraband
20170503128,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,319 Unauthorized Possession of Drugs
20170506050,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,115 Possession of Level 1 Contraband
20170506050,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,214 Possession of Level 2 Contraband
20170828067,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,105 Disorderly Conduct
20170828067,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,115 Possession of Level 1 Contraband
20170828067,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,121 Uniform Violation
20170828067,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,211 Misuse of Medication
20170828067,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,212 Movement Violation
20170828067,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,214 Possession of Level 2 Contraband
20170828067,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,319 Unauthorized Possession of Drugs
20170828067,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,327 Damage to CCSO Property
20170907121,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,211 Misuse of Medication
20170907121,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,214 Possession of Level 2 Contraband
20170907121,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,319 Unauthorized Possession of Drugs
20171201130,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,211 Misuse of Medication
20171201130,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,214 Possession of Level 2 Contraband
20171201130,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,319 Unauthorized Possession of Drugs
20180129054,Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,105 Disorderly Conduct
20180129054,Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,211 Misuse of Medication
20180129054,Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,212 Movement Violation
20180129054,Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,214 Possession of Level 2 Contraband
20180129054,Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,319 Unauthorized Possession of Drugs
20180215034,Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,105 Disorderly Conduct
20180215034,Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,107 False Reporting or False Statement
20180215034,Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,212 Movement Violation
20180215034,Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,219 Disobeying or Resisting Orders
20180215034,Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,322 Disrespect to Staff
20180226185,Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,211 Misuse of Medication
20180226185,Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,214 Possession of Level 2 Contraband
20180226185,Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,319 Unauthorized Possession of Drugs
20180301077,Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,115 Possession of Level 1 Contraband
20180301077,Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,214 Possession of Level 2 Contraband
20180419006,Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,115 Possession of Level 1 Contraband
20180419006,Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,214 Possession of Level 2 Contraband
20180512204,Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,214 Possession of Level 2 Contraband
20180512204,Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,319 Unauthorized Possession of Drugs
20180627097,Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,115 Possession of Level 1 Contraband
20180627097,Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,211 Misuse of Medication
20180627097,Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,212 Movement Violation
20180627097,Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,214 Possession of Level 2 Contraband
20180627097,Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,319 Unauthorized Possession of Drugs
20180826189,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,105 Disorderly Conduct
20180826189,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,211 Misuse of Medication
20180826189,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,212 Movement Violation
20180826189,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,214 Possession of Level 2 Contraband
20180826189,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,319 Unauthorized Possession of Drugs
20180913077,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,115 Possession of Level 1 Contraband
20180913077,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,214 Possession of Level 2 Contraband
20180921219,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,115 Possession of Level 1 Contraband
20180921219,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,327 Damage to CCSO Property
20181102063,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,115 Possession of Level 1 Contraband
20181102063,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,327 Damage to CCSO Property
20181124030,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,105 Disorderly Conduct
20181124030,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,107 False Reporting or False Statement
20181124030,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,115 Possession of Level 1 Contraband
20181124030,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,211 Misuse of Medication
20181124030,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,212 Movement Violation
20181124030,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,214 Possession of Level 2 Contraband
20181124030,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,219 Disobeying or Resisting Orders
20181124030,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,319 Unauthorized Possession of Drugs
20181124030,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,322 Disrespect to Staff
20181205060,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,115 Possession of Level 1 Contraband
20181205060,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,211 Misuse of Medication
20181205060,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,212 Movement Violation
20181205060,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,214 Possession of Level 2 Contraband
20181205060,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,319 Unauthorized Possession of Drugs
20181207004,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,211 Misuse of Medication
20181207004,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,214 Possession of Level 2 Contraband
20181207004,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,319 Unauthorized Possession of Drugs
20190108043,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,
20190110179,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,211 Misuse of Medication
20190110179,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,214 Possession of Level 2 Contraband
20190110179,Non Sample Set BookingID,DIV10-2019-938,2019-01-22 08:01:00,DIVISION 10,Tier,319 Unauthorized Possession of Drugs
20160110103,Non Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,211 Misuse of Medication
20160425010,Non Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,211 Misuse of Medication
20160425010,Non Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,214 Possession of Level 2 Contraband
20160425010,Non Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,315 Possession of Level 3 Contraband
20160425010,Non Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,319 Unauthorized Possession of Drugs
20160504247,Non Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,115 Possession of Level 1 Contraband
20160611095,Non Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,115 Possession of Level 1 Contraband
20160611095,Non Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,214 Possession of Level 2 Contraband
20160611095,Non Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,315 Possession of Level 3 Contraband
20170210171,Non Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,115 Possession of Level 1 Contraband
20170210171,Non Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,214 Possession of Level 2 Contraband
20170210171,Non Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,315 Possession of Level 3 Contraband
20170529128,Non Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,115 Possession of Level 1 Contraband
20170529128,Non Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,211 Misuse of Medication
20170529128,Non Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,315 Possession of Level 3 Contraband
20170529128,Non Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,319 Unauthorized Possession of Drugs
20170722103,Non Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,115 Possession of Level 1 Contraband
20180111096,Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,115 Possession of Level 1 Contraband
20180111096,Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,211 Misuse of Medication
20180111096,Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,315 Possession of Level 3 Contraband
20180111096,Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,319 Unauthorized Possession of Drugs
20180506127,Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,211 Misuse of Medication
20180506127,Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,214 Possession of Level 2 Contraband
20180506127,Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,319 Unauthorized Possession of Drugs
20180515009,Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,115 Possession of Level 1 Contraband
20180515009,Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,211 Misuse of Medication
20180515009,Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,315 Possession of Level 3 Contraband
20180515009,Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,319 Unauthorized Possession of Drugs
20180516014,Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,211 Misuse of Medication
20180516014,Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,214 Possession of Level 2 Contraband
20180516014,Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,315 Possession of Level 3 Contraband
20180516014,Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,319 Unauthorized Possession of Drugs
20180518022,Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,115 Possession of Level 1 Contraband
20180518022,Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,211 Misuse of Medication
20180518022,Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,315 Possession of Level 3 Contraband
20180518022,Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,319 Unauthorized Possession of Drugs
20180706175,Non Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,211 Misuse of Medication
20180710034,Non Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,115 Possession of Level 1 Contraband
20180712056,Non Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,211 Misuse of Medication
20180712056,Non Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,214 Possession of Level 2 Contraband
20180712056,Non Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,319 Unauthorized Possession of Drugs
20180907086,Non Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,211 Misuse of Medication
20180907086,Non Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,214 Possession of Level 2 Contraband
20180907086,Non Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,319 Unauthorized Possession of Drugs
20180907086,Non Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,327 Damage to CCSO Property
20181116133,Non Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,115 Possession of Level 1 Contraband
20181116133,Non Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,211 Misuse of Medication
20181222012,Non Sample Set BookingID,DIV10-2019-939,2019-01-22 09:45:00,DIVISION 10,IN CELL,211 Misuse of Medication
20170224257,Non Sample Set BookingID,DIV10-2019-97,2019-01-03 10:39:00,DIVISION 10,RECREATION AREA,307 Battery
20171208153,Non Sample Set BookingID,DIV10-2019-97,2019-01-03 10:39:00,DIVISION 10,RECREATION AREA,307 Battery
20180410194,Sample Set BookingID,DIV10-2019-97,2019-01-03 10:39:00,DIVISION 10,RECREATION AREA,307 Battery
20180505163,Sample Set BookingID,DIV10-2019-97,2019-01-03 10:39:00,DIVISION 10,RECREATION AREA,307 Battery
20180710022,Non Sample Set BookingID,DIV11-2018-10004,2018-08-05 02:00:00,DIVISION 11,IN CELL,207 Fighting
20181105130,Non Sample Set BookingID,DIV11-2018-10004,2018-08-05 02:00:00,DIVISION 11,IN CELL,207 Fighting
20180601129,Sample Set BookingID,DIV11-2018-10043,2018-08-06 11:30:00,DIVISION 11,DAYROOM,322 Disrespect to Staff
20180601129,Sample Set BookingID,DIV11-2018-10043,2018-08-06 11:30:00,DIVISION 11,DAYROOM,404 Battery to Staff
20171214146,Non Sample Set BookingID,DIV11-2018-10064,2018-08-06 18:30:00,DIVISION 11,DAYROOM,207 Fighting
20180521078,Sample Set BookingID,DIV11-2018-10064,2018-08-06 18:30:00,DIVISION 11,DAYROOM,207 Fighting
20180618141,Sample Set BookingID,DIV11-2018-10064,2018-08-06 18:30:00,DIVISION 11,DAYROOM,207 Fighting
20170907121,Non Sample Set BookingID,DIV11-2018-10066,2018-08-06 19:26:00,DIVISION 11,RECREATION AREA,105 Disorderly Conduct
20170907121,Non Sample Set BookingID,DIV11-2018-10066,2018-08-06 19:26:00,DIVISION 11,RECREATION AREA,207 Fighting
20180703104,Non Sample Set BookingID,DIV11-2018-10066,2018-08-06 19:26:00,DIVISION 11,RECREATION AREA,105 Disorderly Conduct
20181105130,Non Sample Set BookingID,DIV11-2018-10066,2018-08-06 19:26:00,DIVISION 11,RECREATION AREA,105 Disorderly Conduct
20181105130,Non Sample Set BookingID,DIV11-2018-10066,2018-08-06 19:26:00,DIVISION 11,RECREATION AREA,207 Fighting
20181105130,Non Sample Set BookingID,DIV11-2018-10066,2018-08-06 19:26:00,DIVISION 11,RECREATION AREA,219 Disobeying or Resisting Orders
20181105130,Non Sample Set BookingID,DIV11-2018-10066,2018-08-06 19:26:00,DIVISION 11,RECREATION AREA,307 Battery
20190110159,Non Sample Set BookingID,DIV11-2018-10066,2018-08-06 19:26:00,DIVISION 11,RECREATION AREA,105 Disorderly Conduct
20190110159,Non Sample Set BookingID,DIV11-2018-10066,2018-08-06 19:26:00,DIVISION 11,RECREATION AREA,207 Fighting
20190110159,Non Sample Set BookingID,DIV11-2018-10066,2018-08-06 19:26:00,DIVISION 11,RECREATION AREA,219 Disobeying or Resisting Orders
20190110159,Non Sample Set BookingID,DIV11-2018-10066,2018-08-06 19:26:00,DIVISION 11,RECREATION AREA,307 Battery
20150131086,Non Sample Set BookingID,DIV11-2018-10092,2018-08-07 07:55:00,DIVISION 11,DAYROOM,207 Fighting
20180327148,Sample Set BookingID,DIV11-2018-10092,2018-08-07 07:55:00,DIVISION 11,DAYROOM,207 Fighting
20180120084,Sample Set BookingID,DIV11-2018-10123,2018-08-08 00:00:00,DIVISION 11,IN CELL,313 Masturbation
20180120084,Sample Set BookingID,DIV11-2018-10123,2018-08-08 00:00:00,DIVISION 11,IN CELL,323 Indecent Exposure
20161208003,Non Sample Set BookingID,DIV11-2018-10170,2018-08-08 18:05:00,DIVISION 11,DAYROOM,307 Battery
20170208111,Non Sample Set BookingID,DIV11-2018-10266,2018-08-10 11:15:00,DIVISION 11,IN CELL,212 Movement Violation
20170208111,Non Sample Set BookingID,DIV11-2018-10266,2018-08-10 11:15:00,DIVISION 11,IN CELL,219 Disobeying or Resisting Orders
20170208111,Non Sample Set BookingID,DIV11-2018-10266,2018-08-10 11:15:00,DIVISION 11,IN CELL,318 Tampering with Security Equipment
20170208111,Non Sample Set BookingID,DIV11-2018-10266,2018-08-10 11:15:00,DIVISION 11,IN CELL,327 Damage to CCSO Property
